N,Código,Tipo de muestra,x,y,Zona,Hoja,Nombre del proyecto,Año del proyecto ,N° Boletín,Serie,Año de Publicación,Región,Reporte,Laboratorio,Análisis,Geología,Au_g/Tm,Hg_ppb,Ag _ppm,Ba_ppm,Co_ppm,Cr_ppm,Cu_ppm,La _ppm,Li_ppm,Ni_ppm,Pb_ppm,Sc_ppm,Rb_ppm,Sr_ppm,V_ppm,Zn_ppm,As_ppm,Bi_ppm,Cd_ppm,Mo_ppm,Sb_ppm,Tl_2_ppm,W_2_ppm,Al_pct,Ca_pct,Fe_pct,K_pct,Mg_pct,Mn_pct,Na_pct,P_pct,Si_pct,Ti_pct,Y_ppm,Zr_ppm,Be_ppm,Ce_ppm,Cs_ppm,Dy_ppm,Er_ppm,Eu_ppm,Ga_ppm,Gd_ppm,Hf_ppm,Ho_ppm,In_ppm,Lu_ppm,Nb_ppm,Nd_ppm,Pr_ppm,Sm_ppm,Ta_ppm,Tb_ppm,Th_ppm,Tm_ppm,U_ppm,W_1_ppm,Yb_ppm
27,23l-RGQ24-049,Rocas,437021,8772093,18,23-l,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Junín,087-2024,INGEMMET,"I, IIa, IIb, III","Roca intrusiva tabular porfirítica, contiene cuarzo anhedral (20%), plagioclasa anhedral (15%) gris claro con tonalidad verdosa, óxidos en fracturas con magnetismo moderado, con epídota y clorita; la biotita anhedral está alterando a clorita. Diaclasa S50°E, vertical.",na,na,<0.5,391,11,30,16,15.8,34.911,12,14,12,131,82,66,28,6,<10,<1,<2,<2,0.6,<5,7.23,0.66,2.76,2.49,0.96,0.05,1.59,0.08,32.5,0.25,16,123,2,42.1,5.31,3.3,1.7,0.8,17.8,4,3.6,0.6,<0.2,0.22,9.7,20,5.1,4.9,0.9,0.6,11.4,0.2,1.9,2,1.6
28,23l-RGQ24-050,Rocas,435849,8772674,18,23-l,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Junín,087-2024,INGEMMET,"I, IIa, IIb, III","Roca intrusiva tabular porfirítica de tonalidad leucócrata y color gris claro a blanquecino; contiene cuarzo (30%, plagioclasas (15%), granos grandes de cuarzo hialino anhedral y granos medios de cuarzo cristalino subhedral, con óxidos en fracturas, cristales de epídota y biotita subhedral, débil silicificación.",na,na,<0.5,210,13,28,10,10.4,50.38,11,18,9,38,63,65,70,9,<10,<1,<2,<2,<0.5,<5,7.08,0.21,3.16,1.51,0.82,0.06,2.1,0.07,32.87,0.26,29,258,2.2,59,3.18,5.2,3.1,1,17,5.5,7.4,1.1,<0.2,0.46,8.9,27.7,7,6.2,0.9,0.8,12.5,0.5,2.6,2,3.1
29,23l-RGQ24-051,Rocas,435311,8772466,18,23-l,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Junín,087-2024,INGEMMET,"I, IIa, IIb, III","Roca metamórfica gris oscuro verdoso, foliada-porfidoblástica micácea, con óxidos en fracturas y venillas de epídota. Esquistosidad S40°E/60°SW.",na,na,<0.5,716,3,5,14,16.9,48.382,<5,<5,8,32,68,<10,27,7,<10,<1,19,2,<0.5,<5,7.31,0.3,1.58,2.36,0.59,0.07,2.86,0.04,33.63,0.24,41,426,2.9,116.6,3.59,7.7,4.4,2.5,20.7,9.3,11.4,1.5,<0.2,0.61,23.3,57.6,14.5,12,1.6,1.3,13.4,0.6,3.2,3,4.2
30,23l-RGQ24-052,Rocas,435125,8771603,18,23-l,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Junín,087-2024,INGEMMET,"I, IIa, IIb, III","Roca intrusiva tabular fanerítica diaclasada, tonalidad mesócrata, cuarzo gris claro (30%), plagioclasa (15%, ambas anhedrales; presencia de clorita y epídota, óxidos en fracturas con débil magnetismo, biotita anhedral alterando a clorita. Diaclasa S80°W, vertical.",na,na,<0.5,577,5,10,10,7,14.892,<5,61,7,30,362,37,104,<5,<10,<1,<2,<2,<0.5,<5,7.56,2.03,1.84,1.84,0.67,0.06,2.63,0.06,33.12,0.17,22,127,2.3,44.4,1.82,3.8,2.1,1.1,17.5,4.1,3.3,0.7,<0.2,0.3,7.7,21.2,5.5,4.9,1.3,0.6,6,0.4,1.4,<1,2.3
31,23l-RGQ24-053,Rocas,431635,8781561,18,23-l,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Junín,087-2024,INGEMMET,"I, IIa, IIb, III","Roca intrusiva color blanquecino y textura granular, con biotitas anhedrales y óxidos de hierro en fracturas; presenta boxwork esporádicos, asociado a los granitos de la unidad Quiparacra.",na,na,<0.5,44,3,3,<2,<2,<2,<5,<5,7,19,22,<10,4,<5,<10,<1,<2,<2,<0.5,<5,7.38,0.18,0.51,1.19,0.09,0.03,3.75,0.04,35.81,0.01,6,21,1.8,13.1,1.35,1.3,0.6,0.5,20.5,1.5,1.5,0.2,<0.2,<0.15,4.8,6.9,1.7,2.1,1.4,0.2,6.4,0.1,11.2,<1,0.7
32,23l-RGQ24-054,Rocas,431567,8779303,18,23-l,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Junín,087-2024,INGEMMET,"I, IIa, IIb, III","Roca intrusiva color blanquecino y textura porfirítica, presenta plagioclasas > 20%, cuarzo > 10%, biotitas < 10% de forma anhedral.",na,na,<0.5,359,4,5,4,5.8,36.228,<5,36,7,108,164,22,32,<5,<10,<1,<2,<2,0.9,<5,7.42,1.15,1.53,3.19,0.36,0.04,2.16,0.05,32.78,0.15,12,77,7,34.2,6.46,2.6,1.2,0.8,21.1,3,2.3,0.5,<0.2,<0.15,6.8,15.4,4,3.4,1.2,0.4,5.4,0.2,2.7,<1,1.1
33,23l-RGQ24-055,Rocas,432345,8778719,18,23-l,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Junín,087-2024,INGEMMET,"I, IIa, IIb, III","Roca intrusiva color blanquecino, textura granular y obliterada, con biotitas anhedrales esporádicas, óxidos de hierro en la matriz y fracturas, además, de especularita en fracturas asociada a una granodiorita. Diaclasa S40°E, vertical.",na,na,<0.5,180,4,5,3,<2,<2,<5,<5,<5,15,63,34,4,<5,<10,<1,<2,<2,<0.5,<5,6.64,0.39,1.47,0.82,0.08,0.06,4,0.04,35.29,0.14,8,125,1.6,2.8,0.91,1.2,1,0.2,13.8,0.8,3.5,0.3,<0.2,0.17,6.2,1.5,0.4,0.5,0.7,0.2,8.8,0.2,2.5,3,1
34,23l-RGQ24-056,Rocas,421817,8759748,18,23-l,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Junín,087-2024,INGEMMET,"I, IIa, IIb, III","Roca metamórfica foliada lepidoblástica sericítica con óxidos en fracuras, presenta lentes de cuarzo. Esquistosidad S80°E/50°SW.",na,na,<0.5,415,25,68,91,7.4,21.734,48,7,18,84,27,118,106,<5,<10,<1,<2,<2,0.8,<5,8.8,0.15,5.28,3.48,1.77,0.1,1.23,0.09,28.19,0.52,31,204,3.3,84.3,6,6,3.4,1.5,23.1,6.6,5.7,1.2,<0.2,0.52,18.1,39,10,8.1,1.5,1,15.8,0.5,2.8,2,3.5
35,23l-RGQ24-058,Rocas,423382,8755523,18,23-l,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Junín,087-2024,INGEMMET,"I, IIa, IIb, III","Roca metamórfica foliada, tonalidad gris claro, con óxidos en fracturas, debilmente alterada. Esquistosidad N20°W/25°SE.",na,na,<0.5,566,11,67,32,<2,30.881,31,84,21,49,26,117,145,47,<10,<1,<2,<2,0.7,<5,11.71,0.03,6.16,3.86,1.37,0.06,0.09,0.05,25.45,0.69,44,237,4.4,115.5,4.93,8.5,4.7,1.8,29.8,9.8,7,1.7,<0.2,0.66,29.5,56.9,14.8,11.9,2.3,1.4,19.5,0.7,3.5,2,4.6
36,23l-RGQ24-059,Rocas,425933,8781905,18,23-l,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Junín,087-2024,INGEMMET,"I, IIa, IIb, III, IV, V","Roca intrusiva color blanquecino, textura fanerítica, con cuarzo > 20%, de forma tubular color lechozo y cuarzo hialino anhedral, biotitas subhedrales cortada por venilla de clorita, presentea trozo de calcopirita?",<0.027,<10,<0.5,609,11,22,7,5.2,15.868,8,<5,8,39,121,59,34,8,<10,<1,<2,<2,<0.5,<5,6.96,1.16,2.96,2.88,1.1,0.07,2.34,0.07,30.96,0.27,16,199,2.1,36,1.2,3,1.9,0.7,19.3,3.3,5.6,0.6,<0.2,0.31,12.9,18,4.5,3.8,1.4,0.5,13.9,0.3,3.4,1,2.1
37,23l-RGQ24-060,Rocas,424674,8782437,18,23-l,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Junín,087-2024,INGEMMET,"I, IIa, IIb, III","Roca intrusiva tabular color blanquecino, textura granular y biotitas anhedrales alterando a clorita.",na,na,<0.5,29,2,4,<2,5.5,<2,<5,7,<5,193,11,<10,7,<5,<10,<1,<2,<2,1.3,<5,6.14,0.17,0.8,3.95,0.06,0.02,2.25,0.02,36.58,0.03,88,101,5.1,54.5,0.97,13.5,9,0.1,17.2,10.3,4.3,2.9,<0.2,1.37,24.3,30,7.4,9.6,2.6,1.8,44.9,1.4,10.9,1,9.5
38,23l-RGQ24-061,Rocas,421362,8780820,18,23-l,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Junín,087-2024,INGEMMET,"I, IIa, IIb, III","Roca intrusiva de color blanquecina y textura granular de grano grueso; presenta cuarzo (30%), feldespato potásico (40%), plagioclasas (30%); presenta cuarzo de 0.5 a 1 cm subhedral.",na,na,<0.5,158,4,5,<2,<2,13.754,5,5,<5,43,66,20,26,<5,<10,<1,<2,<2,<0.5,<5,9.26,0.22,1.28,2.72,0.68,0.03,3.74,0.03,30.41,0.08,5,112,4.7,41.8,0.92,1.3,0.8,0.4,21.3,1.5,4,0.3,<0.2,0.23,19.1,12.4,3.8,2.1,2.5,0.2,32.1,0.2,7.6,<1,1.3
39,23l-RGQ24-062,Rocas,420930,8779676,18,23-l,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Junín,087-2024,INGEMMET,"I, IIa, IIb, III","Roca intrusiva tabular, color blanquecino, textura fanerítica con ojos de cuarzo entre 0.5 - 1 cm, biotitas anhedrales alternando a cloritas. Cuarzo > 20%, plagioclasas > 15% y biotita < 10%.",na,na,<0.5,828,7,6,2,20.7,9.293,<5,6,6,76,237,48,33,<5,<10,<1,<2,<2,0.5,<5,7.19,1.67,2.19,3.47,0.6,0.07,2.2,0.05,32.58,0.25,26,181,2.6,92.1,1.59,4.6,2.7,1.2,18.2,5.5,5,0.9,<0.2,0.46,16.7,38.4,10.7,7.3,1.9,0.7,14.5,0.4,3.9,<1,2.9
40,23l-RGQ24-063,Rocas,419090,8776464,18,23-l,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Junín,087-2024,INGEMMET,"I, IIa, IIb, III","Roca metamórfica (gneis) de color gris verdosa y textura foliada, presenta agragados de cuarzo, asociada a los gneis del complejo metamorfico Huaytapallana.",na,na,<0.5,742,21,68,38,76.6,23.994,39,<5,27,159,151,102,75,<5,<10,<1,<2,<2,0.5,<5,8.9,0.7,4.96,3.1,1.57,0.11,1.17,0.08,28.67,0.5,44,210,2.9,115.3,3.96,7.7,3.9,1.9,25.2,9.4,6.9,1.4,<0.2,0.56,19.5,52.1,13.4,9.6,1.7,1.3,16.6,0.6,3,3,3.9
41,23l-RGQ24-064,Rocas,417825,8762935,18,23-l,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Junín,087-2024,INGEMMET,"I, IIa, IIb, III","Roca metamórfica de color gris oscuro y textura faliada, asociada a esquistos del complejo metamorfico Huaytapallana.",na,na,<0.5,871,20,91,45,18.1,30.344,27,74,35,116,118,130,130,<5,<10,<1,<2,<2,0.9,<5,11.44,0.43,6.69,4.58,1.34,0.1,0.45,0.09,24.57,0.64,33,235,3.5,133.4,5.73,10.1,5.8,2.3,33.3,11.5,7.2,2,<0.2,0.86,17.7,62.7,15.9,12,1.5,1.7,16.1,0.9,3.4,3,6
42,23l-RGQ24-065,Rocas,417192,8763519,18,23-l,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Junín,087-2024,INGEMMET,"I, IIa, IIb, III, IV, V","Roca metamórfica de color gris claro y textura foliada, con lentes de cuarzo, presenta óxidos de fierro entre las fracturas y pirita diseminadas en trazas. Fractura E-W, vertical.",<0.027,<10,<0.5,747,17,59,13,27.3,28.388,34,6,19,52,115,92,80,<5,<10,<1,<2,<2,<0.5,<5,7.94,0.78,4.15,2.05,1.22,0.08,2.3,0.06,30.6,0.47,34,324,2.9,74.6,2.22,5.9,3.7,1.4,21.4,6.1,8.9,1.2,<0.2,0.55,15.1,34.5,8.7,7.4,1.3,0.9,14.7,0.5,2.9,2,3.7
43,23l-RGQ24-066,Rocas,411839,8771948,18,23-l,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Junín,087-2024,INGEMMET,"I, IIa, IIb, III","Roca intrusiva color gris claro, textura granular, cuarzo (40%), plagioclasas (20%) y biotitas anhedrales alterandose a cloritas. Diaclasa E-W, 65°S",na,na,<0.5,415,6,10,14,7.9,36.073,7,22,5,73,231,30,41,<5,<10,<1,<2,<2,0.8,<5,7.2,1.01,1.51,2.86,0.5,0.05,2.39,0.08,33.44,0.18,16,129,4.5,42,2.94,3,1.5,0.7,17.3,3.4,3.5,0.6,<0.2,0.24,12.3,19.3,5.1,3.9,1.4,0.5,10.4,0.3,2.2,2,1.7
44,23l-RGQ24-067,Rocas,412260,8772389,18,23-l,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Junín,087-2024,INGEMMET,"I, IIa, IIb, III","Roca intrusiva color gris claro, textura granular, cuarzo (40%), plagioclasas (40%), biotitas anhedrales alterando a cloritas. Diaclasa S35°W/80°SE.",na,na,<0.5,175,4,8,15,6.2,21.389,<5,32,<5,51,99,19,34,<5,<10,<1,<2,<2,0.6,<5,7.61,1.22,0.99,3.32,0.23,0.05,2.57,0.13,32.86,0.13,36,255,4,73.5,3.52,6.6,3.5,0.8,16.3,6.5,7.6,1.3,<0.2,0.6,12.2,34.4,8.8,7.6,1.5,1,21.7,0.6,4.3,2,4.1
45,22l-RGQ24-003,Rocas,410382,8791359,18,22-l,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Junín,087-2024,INGEMMET,"I, IIa, IIb, III","Roca intrusiva color marron con tonalidades rojizas, textura granular con cuarzo (30%), feldespatos potásicos (20%), plagioclasas (10%). Biotitas anhedrales. Diaclasa N30°W / 55°NE.",na,na,<0.5,195,2,3,18,11.2,11.235,<5,10,<5,243,43,<10,8,<5,<10,<1,<2,<2,1.3,<5,7.87,0.14,0.97,4.61,0.23,0.02,2.4,0.03,33.62,0.09,82,158,4.7,91.4,3.65,13.4,8.4,1.1,19.2,14.4,5.5,2.8,<0.2,1.53,22.5,54.4,14.8,14.2,4.4,2.1,34.2,1.4,9.9,5,10.2
46,22l-RGQ24-004,Rocas,410195,8790840,18,22-l,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Junín,087-2024,INGEMMET,"I, IIa, IIb, III","Roca intrusiva color marron con tonalidades rojizas, textura granular con cuarzo (30%), feldespatos potásicos (20%), plagioclasas (10%) y biotitas anhedrales.",na,na,<0.5,42,1,2,<2,<2,8.756,<5,<5,<5,181,8,<10,5,<5,<10,<1,<2,<2,1.3,<5,6.41,0.06,0.49,4.08,0.12,0.04,1.89,0.03,35.87,0.04,83,95,3.8,25.1,3.31,11.2,8.3,0.2,16.3,6.1,4.2,2.5,<0.2,1.52,26.5,11.5,3.1,4,5.2,1.3,38.2,1.4,7.4,3,10.2
47,22l-RGQ24-005,Rocas,410647,8789651,18,22-l,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Junín,087-2024,INGEMMET,"I, IIa, IIb, III","Roca intrusiva color gris claro, textura granular, con cuarzo > 30% de tamaño 0.5 - 1 cm, plagioclasas anhedrales alteradas y biotitas anhedrales. Presenta óxidos de hierro en matriz y venillas. Diaclasa E-W, 90°.",na,na,<0.5,146,2,4,<2,5.8,10.964,<5,8,<5,183,32,<10,14,<5,<10,<1,<2,<2,1.2,<5,7.17,0.1,0.98,4.03,0.17,0.04,2.22,0.03,34.74,0.09,57,136,4.1,89.5,3.06,9.3,5.9,0.6,17.8,8.3,4.8,1.9,<0.2,0.98,28.2,40.3,11.1,9.4,3.7,1.4,41.7,1,8.7,2,6.6
48,22l-RGQ24-006,Rocas,411511,8788354,18,22-l,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Junín,087-2024,INGEMMET,"I, IIa, IIb, III, IV, V","Roca intrusiva compacta, color blanquecina, textura granular con relictos de biotitas y plagioclasas, alteración argílica selectiva, presenta boxwork de pirita esporádicos con goethita.",<0.027,<10,<0.5,619,1,13,<2,7,23.03,<5,<5,7,196,16,29,<1,<5,<10,<1,<2,<2,2.8,23,8.08,0.19,0.32,3.94,0.4,0.01,0.07,0.09,34.65,0.24,34,164,2.2,79.2,3.1,6.3,3.6,0.7,16.4,6.8,4.8,1.3,<0.2,0.45,16.5,36.2,9.5,8,1.4,1,17.2,0.5,1.8,41,3.1
49,21k-RGQ24-007a,Rocas,378586,8877043,18,21-k,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Huanuco,091-2024,INGEMMET,"I, IIa, IIb, III, IV, V",Veta de cuarzo con óxidos de hierro (<1%) en microfracturas.,<0.027,12,<0.5,470,1,12,15,9,3.789,8,<5,<5,37,5,23,7,28,<10,<1,<2,<2,<0.5,<5,3.11,<0.01,0.82,0.93,0.14,<0.01,0.03,<0.01,41.03,0.18,16,198,0.6,46.9,1.84,2.5,1.6,0.9,6.7,2.8,5.3,0.5,<0.2,0.24,7.9,18.7,5.2,3.2,1.1,0.4,11.9,0.2,1.3,1,1.6
50,21k-RGQ24-007,Rocas,378365,8877179,18,21-k,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Huanuco,091-2024,INGEMMET,"I, IIa, IIb, III, IV","Roca metamórfica (esquisto) de textura foliada, cloritizada (+).",na,na,<0.5,330,12,87,26,8.7,25.67,25,<5,9,60,7,124,84,<5,<10,<1,<2,<2,1.2,<5,9.17,0.06,5.1,3.68,1.72,0.05,0.09,0.04,28.17,0.57,32,170,2.8,100.9,6.12,6.1,3.6,1.9,24.4,7.3,5.1,1.2,<0.2,0.51,18.6,45.3,11.9,8.3,1.7,1,16.8,0.5,3.2,3,3.4
51,21k-RGQ24-002,Rocas,386895,8877007,18,21-k,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Huanuco,091-2024,INGEMMET,"I, IIa, IIb, III, IV","Roca intrusiva (monzogranito?) de textura fanerítica, con óxidos de hierro (+) rellenando microfracturas.",na,na,<0.5,666,9,10,5,12.8,21.953,<5,8,8,41,216,70,64,<5,<10,<1,<2,<2,0.5,<5,7.63,2.5,2.77,2.61,0.91,0.06,2.52,0.04,31.11,0.37,25,249,2.3,86.5,1.85,4.7,2.6,1.6,18.9,5.8,6.9,0.9,<0.2,0.42,16,37.4,10.1,6.5,1.4,0.8,12.9,0.4,3.7,<1,2.7
52,21k-RGQ24-004,Rocas,372141,8875795,18,21-k,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Huanuco,091-2024,INGEMMET,"I, IIa, IIb, III, IV","Roca intrusiva (monzogranito?) de textura fanerítica, con óxidos de hierro (+) rellenando microfracturas.",na,na,<0.5,67,4,15,<2,6.6,<2,6,<5,5,<2,45,27,13,39,<10,<1,<2,<2,<0.5,<5,6.32,0.2,1.17,0.53,0.1,<0.01,4.23,0.03,35.56,0.19,38,136,2.6,53.5,0.65,6.5,3.9,0.7,13.3,5.6,4.3,1.3,<0.2,0.52,12.1,24.9,6.5,5.5,1.6,1,9.8,0.6,2.8,<1,3.9
53,21k-RGQ24-005,Rocas,373826,8842812,18,21-k,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Pasco,091-2024,INGEMMET,"I, IIa, IIb, III, IV","Roca metamórfica (esquisto) cloritizada/epidotizada, con óxidos de hierro (<1%) en microfracturas.",na,na,<0.5,286,18,65,6,19.7,17.524,38,<5,11,74,51,100,114,<5,<10,<1,<2,<2,0.7,<5,8.33,0.13,4.62,2.56,1.91,0.08,1.43,0.02,29.15,0.53,35,197,2.8,108.2,5.77,6.4,3.5,1.7,22.2,8.2,5.8,1.2,<0.2,0.49,17.8,49.2,12.8,9,1.7,1.1,15.2,0.5,2.1,3,3.4
54,22k-RGQ24-002,Rocas,374915,8838624,18,22-k,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Pasco,091-2024,INGEMMET,"I, IIa, IIb, III, IV",Roca metamórfica (gneis) con óxidos de hierro (1%) en microfracturas.,na,na,<0.5,311,18,77,3,4.7,28.383,43,<5,13,91,13,116,129,<5,<10,<1,<2,<2,1.2,<5,9.61,<0.01,5.24,4.24,0.96,0.04,0.08,0.01,28.13,0.54,31,194,3.5,91.4,9.65,5.9,3.3,1.4,25.1,7.2,5.4,1.2,<0.2,0.53,18.8,42,10.2,7.4,1.6,1,16.6,0.5,2.5,3,3.6
